sector_id,zona_altitud,centro_lat,centro_lon,altitud_promedio,altitud_minima,altitud_maxima,ubicacion_id
-177999_-631458,BAJA,-17.799941,-63.145844,433.1,433.1,433.1,4626
-177999_-631812,BAJA,-17.799935,-63.181282,444.4,444.4,444.4,4627
-177999_-631823,BAJA,-17.799945,-63.182321,444.6,444.6,444.6,4628
-177999_-631944,BAJA,-17.799907,-63.194488,442.9,442.9,442.9,4629
-178000_-631093,BAJA,-17.800079,-63.109326,423.0,423.0,423.0,4630
-178000_-631116,BAJA,-17.800045,-63.111621,422.4,422.4,422.4,4631
-178000_-631311,BAJA,-17.800003,-63.131123,426.6,426.6,426.6,4632
-178000_-631312,BAJA,-17.800048,-63.131237,426.6,426.6,426.6,4633
-178000_-631313,BAJA,-17.800036,-63.131331,426.6,426.6,426.6,4634
-178000_-631315,BAJA,-17.800099,-63.131574,426.6,426.6,426.6,4635
-178000_-631436,BAJA,-17.800096,-63.143698,431.7,431.7,431.7,4636
-178000_-631437,BAJA,-17.800001,-63.143717,431.7,431.7,431.7,4637
-178000_-631445,BAJA,-17.80006,-63.144583,432.2,432.2,432.2,4638
-178000_-631682,BAJA,-17.80002,-63.168216,440.5,440.5,440.5,4639
-178000_-631804,BAJA,-17.800059,-63.1805,444.4,444.4,444.4,4640
-178000_-631805,BAJA,-17.800026,-63.180511,444.4,444.4,444.4,4641
-178000_-631809,BAJA,-17.800054,-63.180938,444.4,444.4,444.4,4642
-178000_-631909,BAJA,-17.800088,-63.190935,442.5,442.5,442.5,4643
-178000_-632019,BAJA,-17.800057,-63.201957,441.8,441.8,441.8,4644
-178001_-631097,BAJA,-17.800183,-63.109781,422.6,422.6,422.6,4645
-178001_-631105,BAJA,-17.800174,-63.110586,423.1,423.1,423.1,4646
-178001_-631313,BAJA,-17.800149,-63.131377,426.6,426.6,426.6,4647
-178001_-631314,BAJA,-17.800193,-63.131421,426.6,426.6,426.6,4648
-178001_-631315,BAJA,-17.800167,-63.131561,426.6,426.6,426.6,4649
-178001_-631454,BAJA,-17.800125,-63.145484,433.1,433.1,433.1,4650
-178001_-631557,BAJA,-17.800174,-63.155792,436.7,436.7,436.7,4651
-178001_-631835,BAJA,-17.800141,-63.183591,445.9,445.9,445.9,4652
-178001_-631836,BAJA,-17.800173,-63.183665,443.7,443.7,443.7,4653
-178001_-631837,BAJA,-17.800141,-63.183747,447.02,444.4,456.8,4654
-178001_-631913,BAJA,-17.800165,-63.191392,441.8,441.8,441.8,4655
-178002_-631091,BAJA,-17.800242,-63.109177,422.9,422.9,422.9,4656
-178002_-631109,BAJA,-17.800253,-63.110976,422.4,422.4,422.4,4657
-178002_-631132,BAJA,-17.800207,-63.113284,423.0,423.0,423.0,4658
-178002_-631313,BAJA,-17.800285,-63.131387,426.7,426.6,426.7,4659
-178002_-631314,BAJA,-17.800217,-63.131429,426.63,426.6,427.2,4660
-178002_-631315,BAJA,-17.800273,-63.131528,426.6,426.6,426.6,4661
-178002_-631316,BAJA,-17.800287,-63.131635,426.6,426.6,426.6,4662
-178002_-631323,BAJA,-17.800295,-63.132387,427.9,427.9,427.9,4663
-178002_-631420,BAJA,-17.800239,-63.14202,431.0,431.0,431.0,4664
-178002_-631426,BAJA,-17.80023,-63.142695,430.9,430.9,430.9,4665
-178002_-631838,BAJA,-17.800279,-63.183812,446.2,446.2,446.2,4666
-178003_-631132,BAJA,-17.800322,-63.113217,423.2,423.2,423.2,4667
-178003_-631313,BAJA,-17.800317,-63.131345,426.61,426.6,427.2,4668
-178003_-631314,BAJA,-17.800319,-63.131462,426.74,426.6,427.2,4669
-178003_-631315,BAJA,-17.800341,-63.131532,426.84,426.6,427.2,4670
-178003_-631316,BAJA,-17.800352,-63.131636,426.69,426.6,427.2,4671
-178003_-631318,BAJA,-17.800357,-63.131819,426.78,426.6,427.3,4672
-178003_-631412,BAJA,-17.800377,-63.141229,430.9,430.9,430.9,4673
-178003_-631440,BAJA,-17.800356,-63.144089,431.6,431.6,431.6,4674
-178003_-631507,BAJA,-17.800389,-63.150757,434.8,434.8,434.8,4675
-178003_-631839,BAJA,-17.800362,-63.183909,444.6,444.6,444.6,4676
-178003_-631841,BAJA,-17.800393,-63.184156,446.0,446.0,446.0,4677
-178003_-631902,BAJA,-17.800337,-63.190264,442.6,442.6,442.6,4678
-178004_-631313,BAJA,-17.800477,-63.131386,426.6,426.6,426.6,4679
-178004_-631314,BAJA,-17.800426,-63.131466,426.6,426.6,426.6,4680
-178004_-631315,BAJA,-17.80049,-63.131522,426.6,426.6,426.6,4681
-178004_-631316,BAJA,-17.800431,-63.131661,426.6,426.6,426.6,4682
-178004_-631319,BAJA,-17.800488,-63.1319,427.4,427.4,427.4,4683
-178004_-631321,BAJA,-17.800402,-63.132182,427.6,427.6,427.6,4684
-178004_-631324,BAJA,-17.800421,-63.132462,427.8,427.8,427.8,4685
-178004_-631606,BAJA,-17.800495,-63.160681,436.46,436.46,436.46,4686
-178004_-631677,BAJA,-17.800462,-63.167752,440.8,440.8,440.8,4687
-178004_-631825,BAJA,-17.800442,-63.182572,446.0,446.0,446.0,4688
-178004_-631902,BAJA,-17.800406,-63.190277,447.5,447.5,447.5,4689
-178004_-631951,BAJA,-17.800443,-63.195144,442.38,442.38,442.38,4690
-178005_-631097,BAJA,-17.800514,-63.109726,422.9,422.9,422.9,4691
-178005_-631316,BAJA,-17.80052,-63.131661,426.6,426.6,426.6,4692
-178005_-631412,BAJA,-17.800592,-63.141204,430.8,430.8,430.8,4693
-178005_-631428,BAJA,-17.800542,-63.142884,431.15,431.1,431.2,4694
-178005_-631953,BAJA,-17.800598,-63.195325,442.7,442.7,442.7,4695
-178006_-631409,BAJA,-17.800621,-63.140983,430.5,430.5,430.5,4696
-178006_-631428,BAJA,-17.800652,-63.142852,431.2,431.2,431.2,4697
-178006_-631616,BAJA,-17.800685,-63.161607,436.66,436.66,436.66,4698
-178006_-631677,BAJA,-17.800626,-63.167775,440.1,440.1,440.1,4699
-178006_-631850,BAJA,-17.800661,-63.185039,444.6,444.6,444.6,4700
-178006_-631952,BAJA,-17.800616,-63.195253,442.7,442.7,442.7,4701
-178007_-631349,BAJA,-17.800739,-63.134974,428.7,428.7,428.7,4702
-178007_-631412,BAJA,-17.800727,-63.1412,431.3,431.3,431.3,4703
-178007_-631417,BAJA,-17.800771,-63.141709,431.6,431.6,431.6,4704
-178007_-631632,BAJA,-17.800748,-63.163258,438.7,438.7,438.7,4705
-178007_-631643,BAJA,-17.800788,-63.164378,440.0,440.0,440.0,4706
-178007_-631852,BAJA,-17.800716,-63.185209,447.18,446.8,447.5,4707
-178008_-631649,BAJA,-17.800828,-63.164977,440.0,440.0,440.0,4708
-178008_-631663,BAJA,-17.800882,-63.166335,440.0,440.0,440.0,4709
-178008_-631858,BAJA,-17.800886,-63.185813,447.9,447.9,447.9,4710
-178008_-631859,BAJA,-17.80085,-63.185953,447.4,447.4,447.4,4711
-178008_-631861,BAJA,-17.800827,-63.186154,447.9,447.9,447.9,4712
-178008_-631862,BAJA,-17.800861,-63.186235,448.3,448.3,448.3,4713
-178009_-631092,BAJA,-17.800975,-63.109222,423.7,423.7,423.7,4714
-178009_-631098,BAJA,-17.80093,-63.109858,423.3,423.3,423.3,4715
-178009_-631132,BAJA,-17.800983,-63.113265,423.3,423.3,423.3,4716
-178009_-631350,BAJA,-17.800969,-63.135089,428.1,428.1,428.1,4717
-178009_-631351,BAJA,-17.800981,-63.135168,428.3,428.1,428.7,4718
-178009_-631352,BAJA,-17.800946,-63.135257,428.61,428.5,428.8,4719
-178009_-631353,BAJA,-17.800977,-63.135314,428.6,428.6,428.6,4720
-178009_-631406,BAJA,-17.800931,-63.140636,430.6,430.6,430.6,4721
-178009_-631410,BAJA,-17.800917,-63.141048,431.2,431.2,431.2,4722
-178009_-631674,BAJA,-17.800954,-63.167411,440.0,440.0,440.0,4723
-178009_-631797,BAJA,-17.800942,-63.179787,442.8,442.8,442.8,4724
-178009_-631848,BAJA,-17.800984,-63.184856,447.4,447.4,447.4,4725
-178009_-631860,BAJA,-17.800927,-63.186066,447.5,447.5,447.5,4726
-178009_-631871,BAJA,-17.800922,-63.187102,447.9,447.9,447.9,4727
-178009_-631886,BAJA,-17.800992,-63.18863,448.6,448.6,448.6,4728
-178010_-631103,BAJA,-17.801061,-63.110351,423.9,423.9,423.9,4729
-178010_-631351,BAJA,-17.801002,-63.135139,428.2,428.2,428.2,4730
-178010_-631352,BAJA,-17.801012,-63.135214,428.5,428.5,428.5,4731
-178010_-631385,BAJA,-17.801035,-63.138552,430.3,430.3,430.3,4732
-178010_-631387,BAJA,-17.801071,-63.138769,430.0,430.0,430.0,4733
-178010_-631849,BAJA,-17.801069,-63.185,447.2,447.2,447.2,4734
-178010_-631880,BAJA,-17.801049,-63.188017,447.5,447.5,447.5,4735
-178010_-631889,BAJA,-17.801051,-63.188971,448.2,448.2,448.2,4736
-178011_-631098,BAJA,-17.8011,-63.109862,423.3,423.3,423.3,4737
-178011_-631132,BAJA,-17.801196,-63.113223,423.4,423.4,423.4,4738
-178011_-631351,BAJA,-17.801184,-63.135133,428.3,428.3,428.3,4739
-178011_-631352,BAJA,-17.801161,-63.135267,428.5,428.1,428.9,4740
-178011_-631392,BAJA,-17.801122,-63.139286,430.7,430.7,430.7,4741
-178011_-631396,BAJA,-17.80113,-63.139655,430.0,430.0,430.0,4742
-178011_-631803,BAJA,-17.801177,-63.180322,444.4,444.4,444.4,4743
-178011_-631850,BAJA,-17.801158,-63.185024,447.4,447.4,447.4,4744
-178012_-631100,BAJA,-17.801271,-63.110007,423.6,423.6,423.6,4745
-178012_-631352,BAJA,-17.801225,-63.135238,428.35,427.9,429.5,4746
-178012_-631376,BAJA,-17.80124,-63.137664,429.4,429.4,429.4,4747
-178012_-631378,BAJA,-17.801268,-63.137869,429.7,429.7,429.7,4748
-178012_-631380,BAJA,-17.801279,-63.138038,430.0,430.0,430.0,4749
-178012_-631602,BAJA,-17.801227,-63.160241,436.21,436.21,436.21,4750
-178012_-631849,BAJA,-17.801204,-63.184983,447.5,447.5,447.5,4751
-178012_-631851,BAJA,-17.801256,-63.185185,447.4,447.4,447.4,4752
-178012_-631962,BAJA,-17.801273,-63.196285,442.3,442.3,442.3,4753
-178013_-631097,BAJA,-17.801395,-63.10977,424.03,423.8,424.1,4754
-178013_-631098,BAJA,-17.801313,-63.109826,423.99,423.8,424.1,4755
-178013_-631099,BAJA,-17.801312,-63.109931,423.75,423.7,423.8,4756
-178013_-631348,BAJA,-17.801332,-63.134811,428.4,428.4,428.4,4757
-178013_-631356,BAJA,-17.801325,-63.135613,429.1,429.1,429.1,4758
-178013_-631359,BAJA,-17.80132,-63.135911,429.6,429.6,429.6,4759
-178013_-631673,BAJA,-17.801362,-63.167316,440.83,440.83,440.83,4760
-178013_-631849,BAJA,-17.801388,-63.184947,447.4,447.4,447.4,4761
-178013_-631877,BAJA,-17.801348,-63.187797,446.3,446.3,446.3,4762
-178014_-631097,BAJA,-17.801458,-63.109782,424.04,423.8,424.1,4763
-178014_-631098,BAJA,-17.801461,-63.109824,423.86,423.6,424.1,4764
-178014_-631099,BAJA,-17.801466,-63.10998,423.57,422.0,423.7,4765
-178014_-631100,BAJA,-17.80148,-63.110018,423.58,422.4,423.7,4766
-178014_-631101,BAJA,-17.801487,-63.110149,423.3,422.4,423.6,4767
-178014_-631102,BAJA,-17.80149,-63.110277,424.0,424.0,424.0,4768
-178014_-631103,BAJA,-17.801485,-63.110301,424.0,424.0,424.0,4769
-178014_-631105,BAJA,-17.801495,-63.110543,424.4,424.4,424.4,4770
-178014_-631337,BAJA,-17.801484,-63.133702,428.2,428.2,428.2,4771
-178014_-631341,BAJA,-17.801408,-63.134189,428.4,428.4,428.4,4772
-178014_-631346,BAJA,-17.801477,-63.134617,428.68,428.4,428.7,4773
-178014_-631350,BAJA,-17.801407,-63.135034,428.6,428.6,428.6,4774
-178014_-631352,BAJA,-17.801447,-63.135257,428.7,428.7,428.7,4775
-178014_-631356,BAJA,-17.801487,-63.135614,429.5,429.5,429.5,4776
-178014_-631366,BAJA,-17.801414,-63.136646,429.7,429.7,429.7,4777
-178014_-631964,BAJA,-17.801441,-63.196437,442.2,442.2,442.2,4778
-178015_-631093,BAJA,-17.801581,-63.109342,422.6,422.6,422.6,4779
-178015_-631097,BAJA,-17.801533,-63.109763,423.99,422.1,424.1,4780
-178015_-631098,BAJA,-17.801559,-63.109861,423.32,422.0,424.1,4781
-178015_-631099,BAJA,-17.80156,-63.109962,422.96,422.0,424.0,4782
-178015_-631100,BAJA,-17.801591,-63.110069,422.32,422.0,424.1,4783
-178015_-631101,BAJA,-17.801575,-63.110119,422.61,422.0,424.0,4784
-178015_-631102,BAJA,-17.801555,-63.110251,423.67,422.7,424.0,4785
-178015_-631330,BAJA,-17.801573,-63.133064,427.9,427.9,427.9,4786
-178015_-631335,BAJA,-17.801588,-63.133573,428.2,428.2,428.2,4787
-178015_-631345,BAJA,-17.801502,-63.134528,428.7,428.7,428.7,4788
-178015_-631346,BAJA,-17.801503,-63.134653,428.4,428.4,428.4,4789
-178015_-631353,BAJA,-17.801573,-63.135333,428.83,428.8,429.3,4790
-178015_-631357,BAJA,-17.801573,-63.135713,429.8,429.8,429.8,4791
-178015_-632010,BAJA,-17.80153,-63.20101,442.2,442.2,442.2,4792
-178016_-631097,BAJA,-17.801648,-63.10977,422.22,421.8,424.1,4793
-178016_-631098,BAJA,-17.801648,-63.109864,422.27,421.8,423.7,4794
-178016_-631099,BAJA,-17.801648,-63.109959,422.29,421.8,423.9,4795
-178016_-631100,BAJA,-17.801605,-63.110074,422.34,422.0,423.9,4796
-178016_-631101,BAJA,-17.801605,-63.110124,422.5,422.0,422.9,4797
-178016_-631102,BAJA,-17.801608,-63.110225,422.86,422.7,422.9,4798
-178016_-631105,BAJA,-17.801609,-63.11055,424.4,424.4,424.4,4799
-178016_-631320,BAJA,-17.801655,-63.132009,427.7,427.7,427.7,4800
-178016_-631357,BAJA,-17.801639,-63.135793,434.2,434.2,434.2,4801
-178016_-631669,BAJA,-17.801663,-63.16698,440.7,440.7,440.7,4802
-178017_-631094,BAJA,-17.801778,-63.109425,422.6,422.6,422.6,4803
-178017_-631097,BAJA,-17.801746,-63.109769,422.05,421.8,422.4,4804
-178017_-631098,BAJA,-17.801753,-63.109863,422.07,421.8,422.4,4805
-178017_-631099,BAJA,-17.801717,-63.109934,422.24,421.8,422.4,4806
-178017_-631175,BAJA,-17.801755,-63.117599,423.9,423.9,423.9,4807
-178017_-631176,BAJA,-17.801748,-63.117615,423.71,421.2,423.9,4808
-178017_-631309,BAJA,-17.801797,-63.130985,427.5,427.5,427.5,4809
-178017_-631672,BAJA,-17.801754,-63.167299,440.6,440.6,440.6,4810
-178017_-631965,BAJA,-17.8017,-63.196529,442.97,442.97,442.97,4811
-178018_-631091,BAJA,-17.801881,-63.109176,422.5,422.5,422.5,4812
-178018_-631093,BAJA,-17.801864,-63.109338,422.6,422.6,422.6,4813
-178018_-631096,BAJA,-17.801862,-63.109652,422.4,422.4,422.4,4814
-178018_-631097,BAJA,-17.801824,-63.109768,422.17,421.8,422.4,4815
-178018_-631098,BAJA,-17.801829,-63.109828,422.0,421.8,422.4,4816
-178018_-631099,BAJA,-17.801836,-63.109943,422.4,422.4,422.4,4817
-178018_-631103,BAJA,-17.801814,-63.110389,423.7,423.6,423.9,4818
-178018_-631151,BAJA,-17.801805,-63.115176,423.7,423.7,423.7,4819
-178018_-631175,BAJA,-17.801812,-63.117579,421.63,420.04,423.9,4820
-178018_-631176,BAJA,-17.801821,-63.117609,423.9,423.9,423.9,4821
-178018_-631311,BAJA,-17.801893,-63.131194,427.5,427.5,427.5,4822
-178019_-631089,BAJA,-17.801983,-63.108967,422.4,422.4,422.4,4823
-178019_-631093,BAJA,-17.801911,-63.109376,422.59,422.4,422.6,4824
-178019_-631096,BAJA,-17.801945,-63.10968,422.2,422.2,422.2,4825
-178019_-631098,BAJA,-17.801903,-63.109865,421.8,421.8,421.8,4826
-178019_-631099,BAJA,-17.801971,-63.10995,422.2,422.2,422.2,4827
-178019_-631102,BAJA,-17.801963,-63.110227,422.75,422.7,422.8,4828
-178019_-631103,BAJA,-17.801985,-63.110386,422.7,422.7,422.7,4829
-178019_-631175,BAJA,-17.801983,-63.117547,423.7,420.13,425.67,4830
-178019_-631287,BAJA,-17.801936,-63.128707,426.3,426.3,426.3,4831
-178019_-631289,BAJA,-17.801962,-63.128914,426.3,426.3,426.3,4832
-178019_-631294,BAJA,-17.801921,-63.129451,426.7,426.7,426.7,4833
-178019_-631589,BAJA,-17.801955,-63.158919,436.31,436.31,436.31,4834
-178019_-631669,BAJA,-17.801975,-63.166987,440.5,440.5,440.5,4835
-178019_-631670,BAJA,-17.801973,-63.16702,440.7,440.6,440.8,4836
-178020_-631092,BAJA,-17.802007,-63.109252,422.55,422.5,422.6,4837
-178020_-631093,BAJA,-17.802018,-63.109313,422.5,422.5,422.5,4838
-178020_-631100,BAJA,-17.802064,-63.110062,422.1,422.1,422.1,4839
-178020_-631101,BAJA,-17.802046,-63.110181,422.69,422.1,422.8,4840
-178020_-631102,BAJA,-17.802035,-63.110225,422.8,422.8,422.8,4841
-178020_-631104,BAJA,-17.80202,-63.110468,423.1,423.1,423.1,4842
-178020_-631111,BAJA,-17.802093,-63.111164,423.3,423.3,423.3,4843
-178020_-631233,BAJA,-17.802052,-63.123368,424.9,424.9,424.9,4844
-178020_-631245,BAJA,-17.802021,-63.124544,425.5,425.5,425.5,4845
-178020_-631272,BAJA,-17.802041,-63.127266,426.8,426.8,426.8,4846
-178020_-631285,BAJA,-17.80207,-63.128554,426.4,426.4,426.4,4847
-178020_-631292,BAJA,-17.802054,-63.12921,426.7,426.7,426.7,4848
-178020_-631297,BAJA,-17.802031,-63.129771,427.4,427.4,427.4,4849
-178020_-631310,BAJA,-17.802038,-63.131039,427.4,427.4,427.4,4850
-178021_-631091,BAJA,-17.802141,-63.109138,422.6,422.6,422.6,4851
-178021_-631093,BAJA,-17.802158,-63.109334,422.8,422.8,422.8,4852
-178021_-631189,BAJA,-17.802131,-63.118907,423.7,423.7,423.7,4853
-178021_-631208,BAJA,-17.802183,-63.120867,424.7,424.7,424.7,4854
-178021_-631225,BAJA,-17.802112,-63.12258,424.5,424.5,424.5,4855
-178021_-631234,BAJA,-17.802125,-63.12349,424.9,424.9,424.9,4856
-178021_-631238,BAJA,-17.802139,-63.123892,425.8,425.8,425.8,4857
-178021_-631255,BAJA,-17.802186,-63.125515,425.6,425.6,425.6,4858
-178021_-631447,BAJA,-17.802134,-63.144712,433.9,433.9,433.9,4859
-178021_-631975,BAJA,-17.802161,-63.197536,442.9,442.9,442.9,4860
-178022_-631092,BAJA,-17.802203,-63.109213,422.4,422.4,422.4,4861
-178022_-631093,BAJA,-17.802218,-63.109324,422.05,421.7,422.4,4862
-178022_-631160,BAJA,-17.802231,-63.11607,423.9,423.9,423.9,4863
-178022_-631163,BAJA,-17.802222,-63.116375,423.7,423.7,423.7,4864
-178022_-631267,BAJA,-17.802244,-63.126769,426.2,426.2,426.2,4865
-178023_-631091,BAJA,-17.80231,-63.109126,422.5,422.5,422.5,4866
-178023_-631131,BAJA,-17.802351,-63.113189,423.5,423.5,423.5,4867
-178023_-631142,BAJA,-17.80238,-63.114206,423.5,423.5,423.5,4868
-178023_-631275,BAJA,-17.802374,-63.12759,426.4,426.4,426.4,4869
-178023_-631665,BAJA,-17.802377,-63.166535,440.6,440.6,440.6,4870
-178024_-631125,BAJA,-17.80244,-63.112515,423.7,423.7,423.7,4871
-178025_-631004,BAJA,-17.802518,-63.100433,419.8,419.8,419.8,4872
-178025_-631089,BAJA,-17.802563,-63.108974,422.5,422.5,422.5,4873
-178025_-631181,BAJA,-17.802562,-63.118196,424.1,424.1,424.1,4874
-178025_-631974,BAJA,-17.802514,-63.197402,442.2,442.2,442.2,4875
-178026_-631089,BAJA,-17.802628,-63.10897,422.5,422.5,422.5,4876
-178026_-631096,BAJA,-17.802654,-63.10963,423.0,423.0,423.0,4877
-178026_-631276,BAJA,-17.802688,-63.12766,426.8,426.8,426.8,4878
-178027_-631111,BAJA,-17.802765,-63.111179,423.8,423.8,423.8,4879
-178027_-631803,BAJA,-17.802708,-63.18032,444.4,444.4,444.4,4880
-178028_-631118,BAJA,-17.802868,-63.11182,423.8,423.8,423.8,4881
-178028_-631980,BAJA,-17.802809,-63.198036,442.5,442.5,442.5,4882
-178029_-631978,BAJA,-17.802945,-63.197889,442.1,442.1,442.1,4883
-178030_-631577,BAJA,-17.803062,-63.157743,437.9,437.9,437.9,4884
-178030_-631979,BAJA,-17.803021,-63.197976,443.28,443.28,443.28,4885
-178031_-631661,BAJA,-17.803177,-63.166172,439.36,439.36,439.36,4886
-178032_-631996,BAJA,-17.80327,-63.199603,442.2,442.2,442.2,4887
-178033_-631522,BAJA,-17.803304,-63.15222,430.9,430.9,430.9,4888
-178035_-631988,BAJA,-17.803538,-63.198896,442.5,442.5,442.5,4889
-178036_-631986,BAJA,-17.803652,-63.198648,446.2,442.6,449.8,4890
-178036_-631989,BAJA,-17.803644,-63.198919,442.7,442.7,442.7,4891
-178036_-631996,BAJA,-17.803699,-63.199608,442.5,442.5,442.5,4892
-178037_-631656,BAJA,-17.803721,-63.165638,440.5,440.5,440.5,4893
-178037_-631988,BAJA,-17.803773,-63.198878,445.0,445.0,445.0,4894
-178041_-631563,BAJA,-17.804158,-63.156301,437.9,437.9,437.9,4895
-178042_-631357,BAJA,-17.804253,-63.1357,429.5,429.5,429.5,4896
-178042_-631993,BAJA,-17.804274,-63.199389,442.6,442.6,442.6,4897
-178042_-631994,BAJA,-17.804287,-63.199424,442.6,442.6,442.6,4898
-178042_-632000,BAJA,-17.804218,-63.200034,442.9,442.9,442.9,4899
-178043_-631525,BAJA,-17.804378,-63.152588,435.2,435.2,435.2,4900
-178043_-631652,BAJA,-17.804337,-63.165227,440.82,440.82,440.82,4901
-178043_-631802,BAJA,-17.804382,-63.180213,444.8,444.8,444.8,4902
-178043_-631993,BAJA,-17.804315,-63.199378,442.6,442.6,442.6,4903
-178045_-631997,BAJA,-17.804517,-63.199717,442.5,442.5,442.5,4904
-178047_-631503,BAJA,-17.804798,-63.150303,434.5,434.5,434.5,4905
-178047_-631504,BAJA,-17.804775,-63.150479,434.5,434.5,434.5,4906
-178048_-631503,BAJA,-17.804847,-63.150339,434.5,434.5,434.5,4907
-178048_-631504,BAJA,-17.804874,-63.150481,435.08,434.4,435.2,4908
-178048_-631505,BAJA,-17.804874,-63.150541,434.92,434.5,435.2,4909
-178048_-631553,BAJA,-17.804881,-63.155334,437.9,437.9,437.9,4910
-178048_-631999,BAJA,-17.804818,-63.199965,443.41,443.41,443.41,4911
-178048_-632005,BAJA,-17.804884,-63.200587,443.1,443.1,443.1,4912
-178049_-631503,BAJA,-17.804915,-63.150395,434.66,434.5,435.2,4913
-178049_-631504,BAJA,-17.804958,-63.150484,435.2,434.5,435.2,4914
-178049_-631505,BAJA,-17.804977,-63.150509,435.2,435.2,435.2,4915
-178050_-631504,BAJA,-17.805023,-63.150449,435.2,435.2,435.2,4916
-178050_-631505,BAJA,-17.805006,-63.150513,435.2,435.2,435.2,4917
-178050_-632004,BAJA,-17.805061,-63.200426,449.9,449.9,449.9,4918
-178051_-632010,BAJA,-17.805102,-63.201024,445.6,445.6,445.6,4919
-178052_-631648,BAJA,-17.805265,-63.164843,438.8,438.8,438.8,4920
-178053_-631903,BAJA,-17.805375,-63.190362,448.6,448.6,448.6,4921
-178053_-632008,BAJA,-17.805314,-63.200834,445.0,445.0,445.0,4922
-178054_-631542,BAJA,-17.805495,-63.154286,437.9,437.9,437.9,4923
-178054_-631903,BAJA,-17.805467,-63.19034,448.3,448.3,448.3,4924
-178055_-631902,BAJA,-17.805552,-63.19029,448.6,448.6,448.6,4925
-178056_-631900,BAJA,-17.805696,-63.190077,449.01,448.9,449.9,4926
-178056_-631901,BAJA,-17.805692,-63.190154,448.9,448.8,448.9,4927
-178056_-631902,BAJA,-17.805685,-63.190239,448.91,448.5,449.9,4928
-178056_-632012,BAJA,-17.805634,-63.201226,443.7,443.7,443.7,4929
-178057_-631899,BAJA,-17.805734,-63.18999,449.18,448.5,449.9,4930
-178057_-631900,BAJA,-17.805723,-63.190041,448.94,448.3,449.9,4931
-178057_-631901,BAJA,-17.805726,-63.190155,448.9,448.7,449.9,4932
-178057_-631902,BAJA,-17.805715,-63.190217,448.9,448.9,449.0,4933
-178058_-631636,BAJA,-17.805809,-63.163676,464.3,464.3,464.3,4934
-178058_-631642,BAJA,-17.805887,-63.164212,439.9,439.9,439.9,4935
-178059_-631642,BAJA,-17.805938,-63.164212,439.8,439.8,439.8,4936
-178061_-631415,BAJA,-17.806191,-63.141594,431.7,431.7,431.7,4937
-178061_-631802,BAJA,-17.806113,-63.180289,444.6,444.6,444.6,4938
-178062_-631536,BAJA,-17.806238,-63.153612,437.9,437.9,437.9,4939
-178062_-632017,BAJA,-17.806283,-63.201705,443.95,443.95,443.95,4940
-178067_-631638,BAJA,-17.806776,-63.163857,438.8,438.8,438.8,4941
-178067_-631827,BAJA,-17.806757,-63.182789,445.0,445.0,445.0,4942
-178067_-632020,BAJA,-17.80671,-63.202098,444.0,444.0,444.0,4943
-178069_-631644,BAJA,-17.806981,-63.164475,439.6,439.6,439.6,4944
-178071_-631639,BAJA,-17.807112,-63.163909,439.5,439.5,439.5,4945
-178071_-632024,BAJA,-17.807143,-63.202446,444.1,444.1,444.1,4946
-178072_-631521,BAJA,-17.807236,-63.152186,437.9,437.9,437.9,4947
-178074_-631360,BAJA,-17.807425,-63.13607,430.6,430.6,430.6,4948
-178076_-631283,BAJA,-17.807662,-63.128397,427.8,427.8,427.8,4949
-178076_-631803,BAJA,-17.807656,-63.180302,444.9,444.9,444.9,4950
-178077_-631308,BAJA,-17.807782,-63.130807,429.4,429.4,429.4,4951
-178077_-631960,BAJA,-17.807733,-63.196087,442.3,442.3,442.3,4952
-178078_-631245,BAJA,-17.807822,-63.124525,427.3,427.3,427.3,4953
-178080_-632033,BAJA,-17.808092,-63.203319,444.4,444.4,444.4,4954
-178080_-632040,BAJA,-17.808071,-63.204056,444.7,444.7,444.7,4955
-178083_-631509,BAJA,-17.808329,-63.150993,434.3,434.3,434.3,4956
-178086_-631628,BAJA,-17.808627,-63.162862,438.8,438.8,438.8,4957
-178086_-631630,BAJA,-17.808672,-63.163038,439.6,439.6,439.6,4958
-178087_-631629,BAJA,-17.808769,-63.162946,443.85,439.4,448.3,4959
-178088_-632041,BAJA,-17.808874,-63.204194,444.8,444.8,444.8,4960
-178088_-632045,BAJA,-17.808895,-63.204576,444.96,444.96,444.96,4961
-178088_-632048,BAJA,-17.808808,-63.204841,445.0,445.0,445.0,4962
-178090_-632047,BAJA,-17.80906,-63.204764,445.2,445.2,445.2,4963
-178091_-631807,BAJA,-17.809156,-63.180786,445.2,445.2,445.2,4964
-178094_-631497,BAJA,-17.809463,-63.149719,434.3,434.3,434.3,4965
-178094_-631622,BAJA,-17.809481,-63.162267,438.8,438.7,438.9,4966
-178094_-631623,BAJA,-17.809445,-63.162303,445.5,445.5,445.5,4967
-178095_-631621,BAJA,-17.809583,-63.162182,445.5,445.5,445.5,4968
-178095_-631622,BAJA,-17.809541,-63.162219,443.85,438.9,445.5,4969
-178096_-632062,BAJA,-17.809644,-63.206276,450.4,450.4,450.4,4970
-178097_-631620,BAJA,-17.809752,-63.162024,445.5,445.5,445.5,4971
-178098_-631617,BAJA,-17.809878,-63.161743,439.6,439.6,439.6,4972
-178098_-632053,BAJA,-17.809825,-63.205313,447.7,447.7,447.7,4973
